ridge,weighting_stratum,feature,coefficient,converged,iterations,selected
0.2,Ligue 1|Defender,pre_squad_rate,-0.11767434232754001,True,7,False
0.2,Ligue 1|Defender,pre_start_rate,0.23014486665993686,True,7,False
0.2,Ligue 1|Defender,pre_npxg_xa,0.3635375039160211,True,7,False
0.2,Ligue 1|Defender,pre_injury_days,-0.6226503935944063,True,7,False
0.2,Ligue 1|Defender,pre_club_ppg,0.04943739109071335,True,7,False
0.2,Ligue 1|Defender,pre_opponent_ppg,-0.7211398221327292,True,7,False
0.2,Ligue 1|Defender,pre_trend_minutes_share,-0.03337862894871155,True,7,False
0.2,Ligue 1|Defender,pre_trend_npxg_xa,-0.019510010346871245,True,7,False
0.2,Ligue 1|Defender,missing_pre_npxg_xa,-0.2300234393261298,True,7,False
0.2,Ligue 1|Defender,missing_pre_trend_npxg_xa,-0.2300234393261298,True,7,False
0.2,Ligue 1|Midfield,intercept,-2.3684457447967535,True,7,False
0.2,Ligue 1|Midfield,age_at_world_cup,-0.25932642330509303,True,7,False
0.2,Ligue 1|Midfield,market_value_log,1.596461011746262,True,7,False
0.2,Ligue 1|Midfield,pre_minutes_share,0.9390605231771795,True,7,False
0.2,Ligue 1|Midfield,pre_squad_rate,-0.7419888073695369,True,7,False
0.2,Ligue 1|Midfield,pre_start_rate,-1.2219739318209561,True,7,False
0.2,Ligue 1|Midfield,pre_npxg_xa,0.12088405114362673,True,7,False
0.2,Ligue 1|Midfield,pre_injury_days,-0.5691458054545537,True,7,False
0.2,Ligue 1|Midfield,pre_club_ppg,0.4207469655341813,True,7,False
0.2,Ligue 1|Midfield,pre_opponent_ppg,0.13997392985505158,True,7,False
0.2,Ligue 1|Midfield,pre_trend_minutes_share,0.8023101022901342,True,7,False
0.2,Ligue 1|Midfield,pre_trend_npxg_xa,-0.43762701413791777,True,7,False
0.2,Ligue 1|Midfield,missing_pre_npxg_xa,-0.960249420416163,True,7,False
0.2,Ligue 1|Midfield,missing_pre_trend_npxg_xa,-0.960249420416163,True,7,False
0.2,Premier League|Attack,intercept,-0.23302888984178163,True,7,False
0.2,Premier League|Attack,age_at_world_cup,-0.06256955789931695,True,7,False
0.2,Premier League|Attack,market_value_log,0.8020088023430695,True,7,False
0.2,Premier League|Attack,pre_minutes_share,-0.200141578174576,True,7,False
0.2,Premier League|Attack,pre_squad_rate,0.12585435906253797,True,7,False
0.2,Premier League|Attack,pre_start_rate,-0.15330518085538017,True,7,False
0.2,Premier League|Attack,pre_npxg_xa,-0.07429796584768339,True,7,False
0.2,Premier League|Attack,pre_injury_days,-0.10326242250659443,True,7,False
0.2,Premier League|Attack,pre_club_ppg,1.9837555943832723,True,7,False
0.2,Premier League|Attack,pre_opponent_ppg,-0.4423671085086423,True,7,False
0.2,Premier League|Attack,pre_trend_minutes_share,0.6123662699553908,True,7,False
0.2,Premier League|Attack,pre_trend_npxg_xa,0.5780901496648613,True,7,False
0.2,Premier League|Defender,intercept,-0.23910514196993418,True,7,False
0.2,Premier League|Defender,age_at_world_cup,0.242787193872517,True,7,False
